Index,ID,User_ID,Friends_Count,Followers_Count,Favourites_Count,Listed_Count,Status_Count,Created_at,Retweet_Count,Favourite_Count,Created_at,Text
1,1094742205699375105,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,2,7,2019-02-10 23:37:35,Spot these celebs at Mardi Gras 2019 in parades and on stage https://t.co/ZRBVBhe8im https://t.co/PglnJelRou
2,1094738190085353474,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,3,10,2019-02-10 23:21:38,Marley Gras Jerk Chicken Festival merges worlds in New Orleans https://t.co/JYrBJ5qctf
3,1094735585921646592,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,7,35,2019-02-10 23:11:17,Zulu King-elect greets Queen-select at airport: See photos https://t.co/kkZ2S0p63Z
4,1094731785215401984,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,0,0,2019-02-10 22:56:11,Grammys 2019: They wore that? Fashions and photos from the red carpet https://t.co/t4RhdjFyns
5,1094727866858778628,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,0,1,2019-02-10 22:40:37,Minnesota Sen. Amy Klobuchar announces 2020 presidential bid https://t.co/GeAfIs3UMv
6,1094723568833835009,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,4,1,2019-02-10 22:23:32,How once-rampant blackface in pop culture became history https://t.co/z2qwChrGdJ
7,1094720890619727874,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,1,0,2019-02-10 22:12:53,"Weekend box office: ‘Lego’ sequel is No. 1, but win doesn’t stack up to past films https://t.co/v2GNpPUmqb"
8,1094716657770090496,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,0,3,2019-02-10 21:56:04,Cows get their own Tinder-style app for breeding https://t.co/yDA3Wo1jbS
9,1094712493358940160,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,7,21,2019-02-10 21:39:31,Watch the C.T.C. Steppers show their colors in second-line parade https://t.co/mZuW40OmXe
10,1094708520858066945,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,2,5,2019-02-10 21:23:44,"LSU’s cardiac kids sometimes ‘hanging by a fingernail,’ but still find ways to win https://t.co/YNXnVR7021"
11,1094704338486915072,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,5,5,2019-02-10 21:07:07,Brace for a smaller tax refund this year. Here’s why: https://t.co/48yR3yZErS
12,1094700540217516032,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,1,3,2019-02-10 20:52:01,Filming to disrupt parking and traffic in Metairie https://t.co/TDiKWjQYBN
13,1094692795695222784,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,4,13,2019-02-10 20:21:15,NOPD arrests man who hit woman with bat on Bourbon Street https://t.co/ZxQ8OTfBH3
14,1094685247990652928,14192680,1523,228914,1000,2965,305406,2008-03-21 18:03:18,6,1,2019-02-10 19:51:16,At least 76 dead in India after drinking bootleg liquor https://t.co/89sNmv00nB
